,dcterms:identifier{Literal},dcterms:creator{URIRef}[0],dcterms:creator{URIRef}[1],dcterms:creator{URIRef}[2],dcterms:creator{URIRef}[3],dcterms:creator{URIRef}[4],dcterms:creator{URIRef}[5],dcterms:creator{URIRef}[6],dcterms:creator{URIRef}[7],dcterms:creator{URIRef}[8],dcterms:creator{URIRef}[9],dcterms:creator{URIRef}[10],dcterms:creator{URIRef}[11],dcterms:creator{URIRef}[12],dcterms:creator{URIRef}[13],dcterms:creator{URIRef}[14],dcterms:creator{URIRef}[15],dcterms:creator{URIRef}[16],dcterms:creator{URIRef}[17],dcterms:creator{URIRef}[18],dcterms:creator{URIRef}[19],dcterms:creator{URIRef}[20],dcterms:creator{URIRef}[21],dcterms:creator{URIRef}[22],dcterms:creator{URIRef}[23],dcterms:creator{URIRef}[24],dcterms:creator{URIRef}[25],dcterms:creator{URIRef}[26],dcterms:creator{URIRef}[27],dcterms:creator{URIRef}[28],dcterms:creator{URIRef}[29],dcterms:creator{URIRef}[30],dcterms:creator{URIRef}[31],dcterms:creator{URIRef}[32],dcterms:creator{URIRef}[33],dcterms:creator{URIRef}[34],dcterms:creator{URIRef}[35],dcterms:creator{URIRef}[36],dcterms:creator{URIRef}[37],dcterms:creator{URIRef}[38],cito:cites{URIRef}[0],cito:cites{URIRef}[1],cito:cites{URIRef}[2],cito:cites{URIRef}[3],cito:cites{URIRef}[4],cito:cites{URIRef}[5],cito:cites{URIRef}[6],cito:cites{URIRef}[7],cito:cites{URIRef}[8],cito:cites{URIRef}[9],cito:cites{URIRef}[10],cito:cites{URIRef}[11],cito:cites{URIRef}[12],cito:cites{URIRef}[13],cito:cites{URIRef}[14],cito:cites{URIRef}[15],cito:cites{URIRef}[16],cito:cites{URIRef}[17],cito:cites{URIRef}[18],cito:cites{URIRef}[19],cito:cites{URIRef}[20],cito:cites{URIRef}[21],cito:cites{URIRef}[22],cito:cites{URIRef}[23],cito:cites{URIRef}[24],cito:cites{URIRef}[25],cito:cites{URIRef}[26],cito:cites{URIRef},cito:cites{URIRef}[27],cito:cites{URIRef}[28],cito:cites{URIRef}[29],cito:cites{URIRef}[30],cito:cites{URIRef}[31],cito:cites{URIRef}[32],cito:cites{URIRef}[33],cito:cites{URIRef}[34],cito:cites{URIRef}[35],cito:cites{URIRef}[36],cito:cites{URIRef}[37],cito:cites{URIRef}[38],cito:cites{URIRef}[39],cito:cites{URIRef}[40],cito:cites{URIRef}[41],cito:cites{URIRef}[42],cito:cites{URIRef}[43],cito:cites{URIRef}[44],cito:cites{URIRef}[45],cito:cites{URIRef}[46],cito:cites{URIRef}[47],cito:cites{URIRef}[48],cito:cites{URIRef}[49],cito:cites{URIRef}[50],cito:cites{URIRef}[51],cito:cites{URIRef}[52],cito:cites{URIRef}[53],cito:cites{URIRef}[54],cito:cites{URIRef}[55],cito:cites{URIRef}[56],cito:cites{URIRef}[57],cito:cites{URIRef}[58],cito:cites{URIRef}[59],cito:cites{URIRef}[60],cito:cites{URIRef}[61],cito:cites{URIRef}[62],cito:cites{URIRef}[63],cito:cites{URIRef}[64],cito:cites{URIRef}[65],cito:cites{URIRef}[66],cito:cites{URIRef}[67],cito:cites{URIRef}[68],cito:cites{URIRef}[69],cito:cites{URIRef}[70],cito:cites{URIRef}[71],cito:cites{URIRef}[72],cito:cites{URIRef}[73],cito:cites{URIRef}[74],cito:cites{URIRef}[75],cito:cites{URIRef}[76],cito:cites{URIRef}[77],cito:cites{URIRef}[78],cito:cites{URIRef}[79],cito:cites{URIRef}[80],cito:cites{URIRef}[81],cito:cites{URIRef}[82],cito:cites{URIRef}[83],cito:cites{URIRef}[84],cito:cites{URIRef}[85],cito:cites{URIRef}[86],cito:cites{URIRef}[87],cito:cites{URIRef}[88],cito:cites{URIRef}[89],cito:cites{URIRef}[90],cito:cites{URIRef}[91],cito:cites{URIRef}[92],cito:cites{URIRef}[93],cito:cites{URIRef}[94],cito:cites{URIRef}[95],cito:cites{URIRef}[96],cito:cites{URIRef}[97],titre,domaine,train
http://data.persee.fr/doc/rvart_0035-1326_1994_num_103_1_348113_t1_0084_0000_002#Web,https://www.persee.fr/doc/rvart_0035-1326_1994_num_103_1_348113_t1_0084_0000_002,http://data.persee.fr/authority/257605#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nathalie Heinich: Du peintre à l'artiste. Artisans et académiciens à l'âge classique. Paris, Editions de Minuit, 1993. 302 p.",Arts (h. art archi.),True
http://data.persee.fr/doc/sotra_0038-0296_1984_num_26_3_2080_t1_0367_0000_3#Web,https://www.persee.fr/doc/sotra_0038-0296_1984_num_26_3_2080_t1_0367_0000_3,http://data.persee.fr/authority/245069#Person,http://data.persee.fr/authority/80772#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mireille Pongy, La part des sexes. Essai sur la déstabilisation des rapports homme/femme, 1983",Sociologie,True
http://data.persee.fr/doc/syria_0039-7946_1940_num_21_3_8382#Web,https://www.persee.fr/doc/syria_0039-7946_1940_num_21_3_8382,http://data.persee.fr/authority/277283#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nouvelles archéologiques ,Histoire,True
http://data.persee.fr/doc/rscir_0035-2217_1965_num_39_1_2409_t1_0095_0000_1#Web,https://www.persee.fr/doc/rscir_0035-2217_1965_num_39_1_2409_t1_0095_0000_1,http://data.persee.fr/authority/280324#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernard Haering, Le Sacré et le Bien. Religion et moralité dans leur rapport mutuel (Coll. «Approches»), 1963",Religion theologie,True
http://data.persee.fr/doc/scrip_0036-9772_1951_num_5_1_2349_t1_0170_0000_2#Web,https://www.persee.fr/doc/scrip_0036-9772_1951_num_5_1_2349_t1_0170_0000_2,http://data.persee.fr/authority/276599#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanns Zwarzenski. The Xanten Purple Leaf and the Carolingian Renaissance, dans The Art Bulletin, mars 1940, t. XXXI, 1, pp. 7-24",Litterature,True
http://data.persee.fr/doc/vita_0042-7306_1993_num_129_1_1480#Web,https://www.persee.fr/doc/vita_0042-7306_1993_num_129_1_1480,http://data.persee.fr/authority/247947#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'illusion théâtrale dans le Miles gloriosus,Etudes classiques,True
http://data.persee.fr/doc/scrip_0036-9772_1961_num_15_2_3088#Web,https://www.persee.fr/doc/scrip_0036-9772_1961_num_15_2_3088,http://data.persee.fr/authority/258661#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Un rouleau campanien du XIe siècle conservé au Musée San Matteo à Pise,Litterature,True
http://data.persee.fr/doc/stice_1265-1338_2002_num_9_1_1508#Web,https://www.persee.fr/doc/stice_1265-1338_2002_num_9_1_1508,http://data.persee.fr/authority/234383#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La conférence ICMI, The future of the teaching and learning of algebra",Science education,True
http://data.persee.fr/doc/rscir_0035-2217_1973_num_47_2_4205#Web,https://www.persee.fr/doc/rscir_0035-2217_1973_num_47_2_4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chronique de la faculté,Religion theologie,True
http://data.persee.fr/doc/thlou_0080-2654_1988_num_19_3_2323_t1_0376_0000_2#Web,https://www.persee.fr/doc/thlou_0080-2654_1988_num_19_3_2323_t1_0376_0000_2,http://data.persee.fr/authority/277330#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guy Mansini, o.s.b., « What is a Dogma ?». The Meaning and Truth of Dogma in Edouard Le Roy and his Scholastic Opponents, 1985",Religion theologie,True
http://data.persee.fr/doc/tiers_0040-7356_1966_num_7_28_2299#Web,https://www.persee.fr/doc/tiers_0040-7356_1966_num_7_28_2299,http://data.persee.fr/authority/10633#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coexistence, concurrence et taux de croissance",Science politique,True
http://data.persee.fr/doc/thlou_0080-2654_2013_num_44_2_4127_t8_0298_0000_3#Web,https://www.persee.fr/doc/thlou_0080-2654_2013_num_44_2_4127_t8_0298_0000_3,http://data.persee.fr/authority/276335#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacques Bernard Nkoa Lebogo, La querelle sur le baptême. Les divisions de l’Église chrétienne africaine (coll. Pensée Africaine), 2011",Religion theologie,True
http://data.persee.fr/doc/scrip_0036-9772_1981_num_35_2_1216#Web,https://www.persee.fr/doc/scrip_0036-9772_1981_num_35_2_1216,http://data.persee.fr/authority/259708#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Light on the Chartres Prose Fragment of the Roman des Sept Sages,Litterature,True
http://data.persee.fr/doc/russe_1161-0557_1994_num_7_1_1855_t1_0163_0000_5#Web,https://www.persee.fr/doc/russe_1161-0557_1994_num_7_1_1855_t1_0163_0000_5,http://data.persee.fr/authority/296031#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eberhard ReiBner : Das russische Drama der achtziger Jahre. (Le Théâtre russe des années quatre-vingt) Schmerzvoller Abschied von der дговеп Illusion. 1992,Litterature,True
http://data.persee.fr/doc/sotra_0038-0296_1969_num_11_2_1417#Web,https://www.persee.fr/doc/sotra_0038-0296_1969_num_11_2_1417,http://data.persee.fr/authority/36051#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sur l'administration académique et son environnement,Sociologie,True
http://data.persee.fr/doc/scrip_0036-9772_1977_num_31_1_2825_t1_0174_0000_1#Web,https://www.persee.fr/doc/scrip_0036-9772_1977_num_31_1_2825_t1_0174_0000_1,http://data.persee.fr/authority/279371#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Josef Vonlaufen. Studien über Stellung und Gebrauch des lateinischen Relativsatzes, unter besonderer Berücksichtigung von Lukrez (Seges, Philologische und Literarische Studien und Texte, 19)",Litterature,True
http://data.persee.fr/doc/slave_0080-2557_1991_num_63_2_5989#Web,https://www.persee.fr/doc/slave_0080-2557_1991_num_63_2_5989,http://data.persee.fr/authority/204694#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La parole et sa force : la prose de Marek Hłasko et la sortie du réalisme socialiste (étude comparée d'extraits de Sur le chantier de Tadeusz Konwicki et des Ouvriers de Marek Hłasko),Etudes g. a. cultur.,True
http://data.persee.fr/doc/rural_0014-2182_1990_num_118_1_4666#Web,https://www.persee.fr/doc/rural_0014-2182_1990_num_118_1_4666,http://data.persee.fr/authority/214796#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Revisiter la météo,Pluri. Par essence,True
http://data.persee.fr/doc/thlou_0080-2654_1985_num_16_1_2103#Web,https://www.persee.fr/doc/thlou_0080-2654_1985_num_16_1_2103,http://data.persee.fr/authority/284675#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Les enjeux bioéthiques actuels (Louvain-la-Neuve, 14 novembre 1984)",Religion theologie,True
http://data.persee.fr/doc/rscir_0035-2217_1923_num_3_1_1213_t1_0133_0000_2#Web,https://www.persee.fr/doc/rscir_0035-2217_1923_num_3_1_1213_t1_0133_0000_2,http://data.persee.fr/authority/280301#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Histoire de la Nation Française. Tome VI, Histoire religieuse par Georges Goyau, 1922",Religion theologie,True
http://data.persee.fr/doc/rscir_0035-2217_1971_num_45_4_2628_t1_0382_0000_2#Web,https://www.persee.fr/doc/rscir_0035-2217_1971_num_45_4_2628_t1_0382_0000_2,http://data.persee.fr/authority/75862#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N. Lohfink, L'Ancien Testament, Bible du chrétien d'aujourd'hui (trad, de J. Fersthauer), 1969",Religion theologie,True
http://data.persee.fr/doc/scrip_0036-9772_1964_num_18_2_3215#Web,https://www.persee.fr/doc/scrip_0036-9772_1964_num_18_2_3215,http://data.persee.fr/authority/255293#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/scrip_0036-9772_1963_num_17_1_3165#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scribes grecs de la Renaissance,Litterature,True
http://data.persee.fr/doc/xxs_0294-1759_1988_num_17_1_1978_t1_0141_0000_3#Web,https://www.persee.fr/doc/xxs_0294-1759_1988_num_17_1_1978_t1_0141_0000_3,http://data.persee.fr/authority/286304#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milza Pierre (sous la direction de), Les Italiens en France de 1914 à 1940 ",Histoire,True
http://data.persee.fr/doc/tiers_0040-7356_1987_num_28_109_4483#Web,https://www.persee.fr/doc/tiers_0040-7356_1987_num_28_109_4483,http://data.persee.fr/authority/59450#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/tiers_0040-7356_1984_num_25_99_3410#Web,http://data.persee.fr/doc/tiers_0040-7356_1985_num_26_101_3466#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dollarisation et hétérodoxie en Amérique latine,Science politique,True
http://data.persee.fr/doc/slave_0080-2557_1987_num_59_4_7863#Web,https://www.persee.fr/doc/slave_0080-2557_1987_num_59_4_7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table des matières du tome cinquante-neuvième de la Revue des études slaves ,Etudes g. a. cultur.,True
http://data.persee.fr/doc/spgeo_0046-2497_1986_num_15_2_4123#Web,https://www.persee.fr/doc/spgeo_0046-2497_1986_num_15_2_4123,http://data.persee.fr/authority/242199#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Une relecture de Barcelone,Science environmnt,True
http://data.persee.fr/doc/scrip_0036-9772_1951_num_5_1_2349_t1_0162_0000_3#Web,https://www.persee.fr/doc/scrip_0036-9772_1951_num_5_1_2349_t1_0162_0000_3,http://data.persee.fr/authority/195532#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcel Richard. Répertoire des bibliothèques et des catalogues de manuscrits grecs. (= Publications de l'Institut de Recherche et d'Histoire des Textes, I)",Litterature,True
http://data.persee.fr/doc/spgeo_0046-2497_1997_num_26_4_1114#Web,https://www.persee.fr/doc/spgeo_0046-2497_1997_num_26_4_1114,http://data.persee.fr/authority/212962#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Une géographie culturelle de l'archipel du Vanuatu,Science environmnt,True
http://data.persee.fr/doc/spira_0994-3722_2013_num_52_1_1068_t11_0221_0000_2#Web,https://www.persee.fr/doc/spira_0994-3722_2013_num_52_1_1068_t11_0221_0000_2,http://data.persee.fr/authority/265840#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"François Furet, Révolution française, Grande Guerre, communisme, Christophe Maillard et Pierre Statius (dir.), 2011",Science education,True
http://data.persee.fr/doc/spira_0994-3722_2000_num_26_1_1500#Web,https://www.persee.fr/doc/spira_0994-3722_2000_num_26_1_1500,http://data.persee.fr/authority/612761#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qualité et enseignement,Science education,True
http://data.persee.fr/doc/slave_0080-2557_1991_num_63_3_6005#Web,https://www.persee.fr/doc/slave_0080-2557_1991_num_63_3_6005,http://data.persee.fr/authority/#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nina Gourfïnkel (1898-1984),Etudes g. a. cultur.,True
http://data.persee.fr/doc/sosan_0294-0337_2005_num_23_2_1649#Web,https://www.persee.fr/doc/sosan_0294-0337_2005_num_23_2_1649,http://data.persee.fr/authority/48744#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/polix_0295-2319_1998_num_11_44_1764#Web,http://data.persee.fr/doc/reso_0751-7971_1995_num_13_70_2666#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De l'individuel au collectif. Les usages sociaux de la victimologie (Commentaire),Sociologie,True
http://data.persee.fr/doc/vilpa_0242-2794_1980_num_3_1_913#Web,https://www.persee.fr/doc/vilpa_0242-2794_1980_num_3_1_913,http://data.persee.fr/authority/211990#Person,http://data.persee.fr/authority/225600#Person,http://data.persee.fr/authority/244961#Person,http://data.persee.fr/authority/245950#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conclusions sur les thèmes I, II et III",Geographie…,True
http://data.persee.fr/doc/rscir_0035-2217_1939_num_19_4_3970#Web,https://www.persee.fr/doc/rscir_0035-2217_1939_num_19_4_3970,http://data.persee.fr/authority/280315#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autour de la prédestination,Religion theologie,True
http://data.persee.fr/doc/socco_1150-1944_1995_num_22_1_1530#Web,https://www.persee.fr/doc/socco_1150-1944_1995_num_22_1_1530,http://data.persee.fr/authority/146094#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/ahess_0395-2649_1993_num_48_6_279232#Web,http://data.persee.fr/doc/pop_0032-4663_1993_num_48_6_4122#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Division sociale de l'espace et globalisation. Le cas de la métropole parisienne,Sociologie,True
http://data.persee.fr/doc/thlou_0080-2654_1996_num_27_3_2845#Web,https://www.persee.fr/doc/thlou_0080-2654_1996_num_27_3_2845,http://data.persee.fr/authority/276335#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hommage au Professeur Lucien Morren,Religion theologie,True
http://data.persee.fr/doc/sotra_0038-0296_1962_num_4_2_1099_t1_0198_0000_3#Web,https://www.persee.fr/doc/sotra_0038-0296_1962_num_4_2_1099_t1_0198_0000_3,http://data.persee.fr/authority/5381#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederic Meyers, European coal mining unions, structure and function, 1961",Sociologie,True
http://data.persee.fr/doc/tiers_0040-7356_1991_num_32_126_5757#Web,https://www.persee.fr/doc/tiers_0040-7356_1991_num_32_126_5757,http://data.persee.fr/authority/54880#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colloque formation pour la création et le développement de l'entreprise dans les pays ACP, Marseille, 15-17 mai 1990",Science politique,True
http://data.persee.fr/doc/tigr_0048-7163_2003_num_29_115_1465#Web,https://www.persee.fr/doc/tigr_0048-7163_2003_num_29_115_1465,http://data.persee.fr/authority/420027#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anciens et nouveaux résidents secondaires à l'île de Bréhat,Geographie…,True
http://data.persee.fr/doc/rscir_0035-2217_1988_num_62_1_3084#Web,https://www.persee.fr/doc/rscir_0035-2217_1988_num_62_1_3084,http://data.persee.fr/authority/285828#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"« Le péché, c'est Bélial » Un : 3,4 à la lumière du judaïsme",Religion theologie,True
http://data.persee.fr/doc/thlou_0080-2654_1975_num_6_1_1385#Web,https://www.persee.fr/doc/thlou_0080-2654_1975_num_6_1_1385,http://data.persee.fr/authority/282176#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Institut œcuménique de Bossey : programme 1975,Religion theologie,True
